regiao,canal_vendas,cidade,marca,linha,tipo_marca,categoria_produto,produto,preco_unitario_base,desconto_percentual,preco_liquido,quantidade,vendas,custo,lucro,mes,lat,lon,meta_global,meta_regional,prev_vendas,pct_atingido
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 120L,1222,2.1,1196.02,41,49036.82,34325.77,14711.05,5,-3.1,-60.0,25561263.079000004,5437530.252,22127.070000000003,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 120L,1305,8.8,1189.55,36,42823.8,29976.66,12847.14,6,-3.1,-60.0,24567094.541,5263423.341,33662.47666666667,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 120L,1369,1.4,1349.44,46,62074.24,43451.97,18622.27,7,-3.1,-60.0,25337932.928000003,5054322.449,51311.62,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 120L,1152,7.4,1066.18,13,13860.34,9702.24,4158.1,8,-3.1,-60.0,25121686.084000003,5420667.23,39586.12666666667,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 120L,1169,7.5,1081.67,39,42185.13,29529.59,12655.54,9,-3.1,-60.0,25969214.744000003,5054133.777000001,39373.23666666667,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 120L,1497,4.0,1437.21,32,45990.72,32193.5,13797.22,10,-3.1,-60.0,24629960.927,5063079.703000001,34012.06333333333,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 120L,1041,5.1,987.96,19,18771.24,13139.87,5631.37,11,-3.1,-60.0,25209761.709000003,5400490.370000001,35649.030000000006,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 120L,948,8.6,866.37,10,8663.7,6064.59,2599.11,12,-3.1,-60.0,25567661.658000004,5417404.201,24475.22,0.0
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1063,7.9,978.8,14,13703.2,9592.24,4110.96,1,-3.1,-60.0,25492035.162000004,5087558.069,13712.713333333333,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,965,3.8,927.87,32,29691.84,20784.29,8907.55,2,-3.1,-60.0,24007332.712000005,5152867.016,17352.913333333334,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1379,5.3,1306.04,43,56159.72,39311.8,16847.92,3,-3.1,-60.0,24062997.717,4554897.105,33184.920000000006,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,911,6.8,849.03,40,33961.2,23772.84,10188.36,4,-3.1,-60.0,25087441.577000003,5270982.893,39937.58666666666,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1449,7.5,1340.2,12,16082.4,11257.68,4824.72,5,-3.1,-60.0,25561263.079000004,5437530.252,35401.10666666667,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1248,1.1,1234.08,46,56767.68,39737.38,17030.3,6,-3.1,-60.0,24567094.541,5263423.341,35603.76,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1061,4.5,1012.86,32,32411.52,22688.06,9723.46,7,-3.1,-60.0,25337932.928000003,5054322.449,35087.200000000004,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1412,7.6,1304.41,21,27392.61,19174.83,8217.78,8,-3.1,-60.0,25121686.084000003,5420667.23,38857.270000000004,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1008,8.7,920.25,37,34049.25,23834.47,10214.78,9,-3.1,-60.0,25969214.744000003,5054133.777000001,31284.460000000003,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1419,6.1,1332.59,24,31982.16,22387.51,9594.65,10,-3.1,-60.0,24629960.927,5063079.703000001,31141.34,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1282,7.6,1184.25,14,16579.5,11605.65,4973.85,11,-3.1,-60.0,25209761.709000003,5400490.370000001,27536.97,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Beer Center,Beer Center 200L,1443,9.2,1310.46,39,51107.94,35775.56,15332.38,12,-3.1,-60.0,25567661.658000004,5417404.201,33223.200000000004,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1231,4.9,1170.85,43,50346.55,35242.58,15103.97,1,-3.1,-60.0,25492035.162000004,5087558.069,39344.66333333334,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1271,8.8,1159.31,12,13911.72,9738.2,4173.52,2,-3.1,-60.0,24007332.712000005,5152867.016,38455.403333333335,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1145,0.6,1138.37,24,27320.88,19124.62,8196.26,3,-3.1,-60.0,24062997.717,4554897.105,30526.38333333333,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,980,0.9,971.61,41,39836.01,27885.21,11950.8,4,-3.1,-60.0,25087441.577000003,5270982.893,27022.87,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,970,9.8,875.14,36,31505.04,22053.53,9451.51,5,-3.1,-60.0,25561263.079000004,5437530.252,32887.31,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1028,1.3,1014.8,39,39577.2,27704.04,11873.16,6,-3.1,-60.0,24567094.541,5263423.341,36972.75,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1462,1.7,1437.86,35,50325.1,35227.57,15097.53,7,-3.1,-60.0,25337932.928000003,5054322.449,40469.113333333335,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1333,9.6,1204.45,38,45769.1,32038.37,13730.73,8,-3.1,-60.0,25121686.084000003,5420667.23,45223.799999999996,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1105,7.1,1026.22,39,40022.58,28015.81,12006.77,9,-3.1,-60.0,25969214.744000003,5054133.777000001,45372.26,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1282,4.4,1225.84,30,36775.2,25742.64,11032.56,10,-3.1,-60.0,24629960.927,5063079.703000001,40855.62666666667,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,1362,1.2,1345.52,38,51129.76,35790.83,15338.93,11,-3.1,-60.0,25209761.709000003,5400490.370000001,42642.51333333333,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Inox,965,3.4,932.37,19,17715.03,12400.52,5314.51,12,-3.1,-60.0,25567661.658000004,5417404.201,35206.66333333333,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1467,2.3,1433.24,42,60196.08,42137.26,18058.82,1,-3.1,-60.0,25492035.162000004,5087558.069,43013.62333333334,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,907,0.7,900.56,19,17110.64,11977.45,5133.19,2,-3.1,-60.0,24007332.712000005,5152867.016,31673.916666666668,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,960,2.3,938.02,45,42210.9,29547.63,12663.27,3,-3.1,-60.0,24062997.717,4554897.105,39839.206666666665,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1238,0.7,1229.23,7,8604.61,6023.23,2581.38,4,-3.1,-60.0,25087441.577000003,5270982.893,22642.05,0.0
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1185,6.7,1105.73,20,22114.6,15480.22,6634.38,5,-3.1,-60.0,25561263.079000004,5437530.252,24310.036666666667,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1452,1.3,1432.79,18,25790.22,18053.15,7737.07,6,-3.1,-60.0,24567094.541,5263423.341,18836.476666666666,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1490,4.7,1419.57,41,58202.37,40741.66,17460.71,7,-3.1,-60.0,25337932.928000003,5054322.449,35369.06333333333,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1316,1.9,1290.94,35,45182.9,31628.03,13554.87,8,-3.1,-60.0,25121686.084000003,5420667.23,43058.496666666666,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1341,3.5,1293.49,11,14228.39,9959.87,4268.52,9,-3.1,-60.0,25969214.744000003,5054133.777000001,39204.55333333334,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1378,8.6,1258.96,31,39027.76,27319.43,11708.33,10,-3.1,-60.0,24629960.927,5063079.703000001,32813.01666666667,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1000,0.6,993.94,8,7951.52,5566.06,2385.46,11,-3.1,-60.0,25209761.709000003,5400490.370000001,20402.556666666667,0.0
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Refrigerador,Refrigerador Compacto,1011,2.5,985.86,26,25632.36,17942.65,7689.71,12,-3.1,-60.0,25567661.658000004,5417404.201,24203.88,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1449,4.5,1384.0,17,23528.0,16469.6,7058.4,1,-3.1,-60.0,25492035.162000004,5087558.069,19037.293333333335,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1087,2.8,1056.72,32,33815.04,23670.53,10144.51,2,-3.1,-60.0,24007332.712000005,5152867.016,27658.466666666664,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,977,4.4,933.71,20,18674.2,13071.94,5602.26,3,-3.1,-60.0,24062997.717,4554897.105,25339.079999999998,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1000,0.5,994.94,40,39797.6,27858.32,11939.28,4,-3.1,-60.0,25087441.577000003,5270982.893,30762.28,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,915,9.7,826.34,39,32227.26,22559.08,9668.18,5,-3.1,-60.0,25561263.079000004,5437530.252,30233.02,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1070,4.1,1026.51,20,20530.2,14371.14,6159.06,6,-3.1,-60.0,24567094.541,5263423.341,30851.686666666665,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1118,8.6,1021.33,35,35746.55,25022.58,10723.97,7,-3.1,-60.0,25337932.928000003,5054322.449,29501.33666666667,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1068,3.8,1027.53,8,8220.24,5754.17,2466.07,8,-3.1,-60.0,25121686.084000003,5420667.23,21498.99666666667,0.0
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1171,9.3,1062.5,29,30812.5,21568.75,9243.75,9,-3.1,-60.0,25969214.744000003,5054133.777000001,24926.430000000004,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1192,4.2,1141.58,34,38813.72,27169.6,11644.12,10,-3.1,-60.0,24629960.927,5063079.703000001,25948.819999999996,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1398,1.5,1376.36,40,55054.4,38538.08,16516.32,11,-3.1,-60.0,25209761.709000003,5400490.370000001,41560.206666666665,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Expositor Vertical,1122,9.7,1013.31,23,23306.13,16314.29,6991.84,12,-3.1,-60.0,25567661.658000004,5417404.201,39058.083333333336,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1455,0.6,1446.13,42,60737.46,42516.22,18221.24,1,-3.1,-60.0,25492035.162000004,5087558.069,46365.996666666666,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,958,0.5,953.2,25,23830.0,16681.0,7149.0,2,-3.1,-60.0,24007332.712000005,5152867.016,35957.863333333335,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1414,9.2,1284.0,35,44940.0,31458.0,13482.0,3,-3.1,-60.0,24062997.717,4554897.105,43169.15333333333,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1061,0.6,1054.97,38,40088.86,28062.2,12026.66,4,-3.1,-60.0,25087441.577000003,5270982.893,36286.28666666667,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,982,8.5,898.4,37,33240.8,23268.56,9972.24,5,-3.1,-60.0,25561263.079000004,5437530.252,39423.22,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,969,6.8,903.57,9,8132.13,5692.49,2439.64,6,-3.1,-60.0,24567094.541,5263423.341,27153.930000000004,0.0
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1313,1.2,1297.26,20,25945.2,18161.64,7783.56,7,-3.1,-60.0,25337932.928000003,5054322.449,22439.376666666667,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1152,5.8,1085.31,41,44497.71,31148.4,13349.31,8,-3.1,-60.0,25121686.084000003,5420667.23,26191.680000000004,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,983,4.2,941.79,7,6592.53,4614.77,1977.76,9,-3.1,-60.0,25969214.744000003,5054133.777000001,25678.48,0.0
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1478,5.2,1400.73,42,58830.66,41181.46,17649.2,10,-3.1,-60.0,24629960.927,5063079.703000001,36640.299999999996,0.2
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1109,6.7,1034.73,21,21729.33,15210.53,6518.8,11,-3.1,-60.0,25209761.709000003,5400490.370000001,29050.84,0.1
Norte,Loja Própria,Manaus,Marca A,Luxo,Linha Luxo,Expositor,Freezer Horizontal,1144,2.7,1113.61,25,27840.25,19488.17,8352.08,12,-3.1,-60.0,25567661.658000004,5417404.201,36133.41333333334,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,843,6.5,788.58,13,10251.54,6663.5,3588.04,1,-3.1,-60.0,25492035.162000004,5087558.069,19940.373333333333,0.0
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,661,9.3,599.59,34,20386.06,13250.94,7135.12,2,-3.1,-60.0,24007332.712000005,5152867.016,19492.61666666667,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,504,4.6,480.9,9,4328.1,2813.26,1514.84,3,-3.1,-60.0,24062997.717,4554897.105,11655.233333333335,0.0
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,551,0.7,546.96,41,22425.36,14576.48,7848.88,4,-3.1,-60.0,25087441.577000003,5270982.893,15713.173333333334,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,759,2.7,738.87,18,13299.66,8644.78,4654.88,5,-3.1,-60.0,25561263.079000004,5437530.252,13351.04,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,535,8.8,487.96,27,13174.92,8563.7,4611.22,6,-3.1,-60.0,24567094.541,5263423.341,16299.980000000001,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,645,1.6,634.83,28,17775.24,11553.91,6221.33,7,-3.1,-60.0,25337932.928000003,5054322.449,14749.940000000002,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,860,3.0,833.98,39,32525.22,21141.39,11383.83,8,-3.1,-60.0,25121686.084000003,5420667.23,21158.460000000003,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,770,0.1,769.4,46,35392.4,23005.06,12387.34,9,-3.1,-60.0,25969214.744000003,5054133.777000001,28564.28666666667,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,653,9.3,592.16,40,23686.4,15396.16,8290.24,10,-3.1,-60.0,24629960.927,5063079.703000001,30534.67333333334,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,568,2.6,552.98,11,6082.78,3953.81,2128.97,11,-3.1,-60.0,25209761.709000003,5400490.370000001,21720.52666666667,0.0
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 26 Garrafas,880,5.5,831.32,11,9144.52,5943.94,3200.58,12,-3.1,-60.0,25567661.658000004,5417404.201,12971.233333333337,0.0
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,644,6.0,605.05,22,13311.1,8652.22,4658.88,1,-3.1,-60.0,25492035.162000004,5087558.069,9512.800000000003,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,675,2.0,661.26,50,33063.0,21490.95,11572.05,2,-3.1,-60.0,24007332.712000005,5152867.016,18506.20666666667,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,635,5.1,602.91,45,27130.95,17635.12,9495.83,3,-3.1,-60.0,24062997.717,4554897.105,24501.683333333334,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,526,0.9,521.15,21,10944.15,7113.7,3830.45,4,-3.1,-60.0,25087441.577000003,5270982.893,23712.7,0.0
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,641,0.4,638.17,32,20421.44,13273.94,7147.5,5,-3.1,-60.0,25561263.079000004,5437530.252,19498.846666666668,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,894,1.3,882.3,26,22939.8,14910.87,8028.93,6,-3.1,-60.0,24567094.541,5263423.341,18101.79666666667,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,582,7.4,538.86,21,11316.06,7355.44,3960.62,7,-3.1,-60.0,25337932.928000003,5054322.449,18225.766666666666,0.0
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,861,4.3,824.18,40,32967.2,21428.68,11538.52,8,-3.1,-60.0,25121686.084000003,5420667.23,22407.686666666665,0.1
Norte,Loja Própria,Manaus,Marca B,Premium,Linha Premium,Adega,Adega Dual Zone 45 Garrafas,557,0.8,552.81,5,2764.05,1796.63,967.42,9,-3.1,-60.0,25969214.744000003,5054133.777000001,15682.436666666668,0.0
